ParticipantName,player_id,TeamName,MinutesPlayed,MatchesPlayed,Top_scorer,Top_scorer_subtitle,Assists,Assists_subtitle,Goals_+_Assists,Goals_+_Assists_subtitle,FotMob_rating,FotMob_rating_subtitle,Goals_per_90,Goals_per_90_subtitle,Expected_goals_(xG),Expected_goals_(xG)_subtitle,Expected_goals_(xG)_per_90,Expected_goals_(xG)_per_90_subtitle,Expected_goals_on_target_(xGOT),Expected_goals_on_target_(xGOT)_subtitle,Shots_on_target_per_90,Shots_on_target_per_90_subtitle,Shots_per_90,Shots_per_90_subtitle,Accurate_passes_per_90,Accurate_passes_per_90_subtitle,Big_chances_created,Big_chances_created_subtitle,Chances_created,Chances_created_subtitle,Accurate_long_balls_per_90,Accurate_long_balls_per_90_subtitle,Expected_assist_(xA),Expected_assist_(xA)_subtitle,Expected_assist_(xA)_per_90,Expected_assist_(xA)_per_90_subtitle,xG_+_xA_per_90,xG_+_xA_per_90_subtitle,Successful_dribbles_per_90,Successful_dribbles_per_90_subtitle,Big_chances_missed,Big_chances_missed_subtitle,Penalties_won,Penalties_won_subtitle,Successful_tackles_per_90,Successful_tackles_per_90_subtitle,Interceptions_per_90,Interceptions_per_90_subtitle,Clearances_per_90,Clearances_per_90_subtitle,Blocks_per_90,Blocks_per_90_subtitle,Penalties_conceded,Penalties_conceded_subtitle,Possession_won_final_3rd_per_90,Possession_won_final_3rd_per_90_subtitle,Clean_sheets,Clean_sheets_subtitle,Save_percentage,Save_percentage_subtitle,Saves_per_90,Saves_per_90_subtitle,Goals_prevented,Goals_prevented_subtitle,Goals_conceded_per_90,Goals_conceded_per_90_subtitle,Fouls_committed_per_90,Fouls_committed_per_90_subtitle,Yellow_cards,Yellow_cards_subtitle,Red_cards,Red_cards_subtitle
Ashley Young,23354,NA,0,0,0,0,0,0,0,0,6.67,0,0,0,0.6,0,0.02,0,0.3,0,0.1,15.4,0.5,0,22.1,72.4,2,0,21,0.8,1.9,32.4,1.4,0,0.06,0,0.08,0,0.5,50,0,0,1,0.9,1.5,71.7,0.9,22,1.8,45,0.2,6,1,31,0.4,1.9,0,0,0,0,0,0,0,0,0,0,1.3,5,5,1,1,5
Lukasz Fabianski,30973,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana,37234,NA,0,0,0,0,1,2,1,2.8,6.29,0,0,0,0.8,0,0.09,0,0.4,0,0.2,18.2,1.2,0,47.8,90,2,1,15,1.6,0.3,60,2,1,0.21,0.1,0.3,0.11,0.3,25,0,0,0,0,0.3,37.5,0.3,3,0.1,1,0.1,1,0,0,0.4,1.1,0,0,0,0,0,0,0,0,0,0,0.9,2,2,0,0,0
James Milner,38807,NA,0,0,0,0,2,1.7,2,2,0,0,0,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,2,2,16,1.9,0,0,1.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jonny Evans,43248,NA,0,0,0,0,1,0.3,1,0.7,6.85,0,0,0,0.4,0,0.03,0,0.7,0,0,0,0.1,0,46.8,87.9,1,1,6,0.4,1.1,32.1,0.3,1,0.02,0.1,0.04,0.06,0.3,66.7,0,0,0,0,0.9,63.6,1.5,23,4.8,74,1.2,18,0,0,0.1,1.4,0,0,0,0,0,0,0,0,0,0,1.1,2,2,0,0,0
Jack Cork,46008,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,49543,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mathias Jørgensen,71908,Brentford,1086,14,1,0,0,0,1,1.2,0,0,0,0,0.7,1,0,0,0.9,1,0,0,0,0,0,0,2,0,7,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Martin Dubravka,72241,NA,0,0,0,0,0,0,0,0,6.61,1,0,0,0,0,0,0,0,0,0,0,0,0,17.2,74.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,16,0,0,2,23,0,0,4,42,67.7,42,4,88,0.6,42,1.9,42,0.1,1,1,0,0,0
Seamus Coleman,77690,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Silva,80562,Chelsea,2527,31,3,0,1,0.6,4,1.4,7.01,0,0.11,3,0.8,3,0.03,0.11,1.1,3,0.1,28.6,0.5,21.4,77,94.9,3,1,9,0.3,3.4,65.8,0.6,1,0.02,0,0.05,0.14,0.1,100,0,0,0,0,0.5,51.7,0.9,26,5.3,150,0.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4,4,0,0,0
Willian,94086,Fulham,2054,31,4,2,2,4.5,6,9.6,6.99,2,0.18,4,5.1,4,0.23,0.18,6.1,4,0.8,40,2,8.9,39.7,85.5,6,2,44,1.9,2.6,81.1,4.5,2,0.2,0.1,0.42,0.26,1.3,53.7,3,8.9,0,0,0.5,61.1,0.4,9,0.4,10,0,0,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0,0,0
John Fleck,97194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jason Steele,107917,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Rodriguez,109491,Burnley,813,21,2,1,1,0.1,3,3.6,0,0,0.22,2,3.5,2,0.39,0.22,3.2,2,0.9,36.4,2.4,9.1,15.7,66,0,0,4,0.4,0.7,24,0.1,1,0.01,0.1,0.4,0.33,0.7,66.7,6,9.1,0,0,1,64.3,0.1,1,0.8,7,0.1,1,0,0,0.3,2.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
James Tomkins,109897,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Basham,113772,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Danny Welbeck,113836,Brighton and Hove Albion,1703,29,5,0,1,1.4,6,6.7,6.77,0,0.26,5,5.3,5,0.28,0.26,6.2,5,0.8,39,2.2,12.2,22.2,83.2,3,1,22,1.2,0.1,33.3,1.4,1,0.07,0.1,0.36,0.32,0.4,33.3,10,12.2,2,1.1,0.9,48.6,0.5,9,0.9,17,0,0,0,0,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0.6,4,4,0,0,0
Robin Olsen,120569,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg Gudmundsson,129915,Burnley,1191,26,1,0,3,2.5,4,4.4,6.67,0,0.08,1,1.9,1,0.14,0.08,1.8,1,0.5,40,1.1,6.7,27.5,78.3,5,3,35,2.6,2.2,46.8,2.5,3,0.19,0.2,0.33,0.3,0.4,41.7,3,6.7,0,0,0.3,30.8,1.2,16,1.2,16,0,0,0,0,0.5,2.1,0,0,0,0,0,0,0,0,0,0,0.7,2,2,0,0,0
Thomas Kaminski,131408,NA,0,0,0,0,0,0,0,0,6.47,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1,55,0,0,1,0,0,0,0.1,0,0,0,0,0,0.1,100,0,0,0,0,0,50,0,0,0.6,22,0,0,0,0,0,0.1,2,85,63,85,3.8,145,-5.1,85,2.2,85,0,0,3,0,0,0
Joel Ward,146830,NA,0,0,0,0,1,0.3,1,1.1,6.6,0,0,0,0.9,0,0.04,0,0,0,0,0,0.5,0,27.6,75.7,0,0,3,0.1,1.7,29.9,0.3,1,0.01,0,0.05,0.05,0.4,66.7,1,0,0,0,1.3,62.2,0.6,14,3.8,84,0.5,10,0,0,0.2,1.4,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Cheikhou Kouyaté,148302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Jordan Ayew,154280,Crystal Palace,2549,35,4,0,7,2.7,11,6.6,7,1,0.14,4,3.9,4,0.14,0.14,3.7,4,0.7,41.7,1.7,8.3,23.1,80.6,7,7,25,0.9,0.4,34.4,2.7,7,0.09,0.2,0.23,0.39,1.8,47.7,4,8.3,0,0,1.3,55.4,0.6,16,0.5,13,0.1,2,0,0,0.8,2.4,0,0,0,0,0,0,0,0,0,0,1.6,7,7,1,1,7
Aaron Cresswell,155782,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matt Ritchie,155913,Newcastle United,121,13,1,0,0,0,1,1.1,0,0,0,0,1,1,0,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Christian Eriksen,157723,Manchester United,1139,22,1,0,2,2.3,3,3.3,6.65,0,0.08,1,1,1,0.08,0.08,1.2,1,0.3,30.8,1,7.7,50.1,84.1,3,2,27,2.1,2.6,53.2,2.3,2,0.19,0.2,0.26,0.24,0.2,50,0,0,0,0,1,72.2,0.3,4,0.9,12,0.5,6,0,0,0.9,4,0,0,0,0,0,0,0,0,0,0,0.6,1,1,0,0,0
Nathaniel Clyne,157838,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.01,0,0,0,0,0,0.3,0,30.2,84.2,0,0,3,0.2,1.8,43.3,0.2,0,0.01,0,0.03,0,0.5,57.1,0,0,0,0,1,62.5,0.7,10,1.9,28,0.4,6,0,0,0.3,1.3,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
Michail Antonio,158545,West Ham United,1710,26,6,0,2,1.3,8,7.1,6.61,0,0.32,6,5.8,6,0.3,0.32,5.4,6,0.7,46.7,1.6,20,9.1,64.6,1,2,8,0.4,0.4,53.3,1.3,2,0.07,0.1,0.37,0.42,1.5,52.7,6,20,0,0,0.4,53.3,0.2,4,0.2,4,0.2,3,0,0,0.7,1,0,0,0,0,0,0,0,0,0,0,1.3,6,6,0,0,0
Kyle Walker,159833,NA,0,0,0,0,4,3.2,4,3.6,7.36,0,0,0,0.4,0,0.01,0,0.2,0,0.1,18.8,0.5,0,62.8,90.4,7,4,25,0.8,2.5,56.5,3.2,4,0.11,0.1,0.12,0.13,0.7,65.6,0,0,0,0,0.8,63.2,0.9,27,1.1,35,0.2,6,0,0,0.4,2.2,0,0,0,0,0,0,0,0,0,0,0.7,2,2,0,0,0
Adam Smith,160447,NA,0,0,0,0,2,1.7,2,1.8,6.71,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,24.7,77.1,2,2,17,0.7,1,18.9,1.7,2,0.07,0.1,0.07,0.08,0.2,33.3,0,0,0,0,1,62.2,0.9,21,2,49,0.5,11,2,28,0.1,1.3,0,0,0,0,0,0,0,0,0,0,1.3,6,6,0,0,0
Cédric Soares,160627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Perisic,163670,NA,0,0,0,0,1,0.7,1,0.8,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4.6,0,0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Andros Townsend,166422,Luton Town,1209,27,1,0,3,1.8,4,3,6.55,0,0.07,1,1.2,1,0.09,0.07,1.9,1,0.5,35,1.5,5,20.8,80.2,2,3,18,1.3,1.1,42.9,1.8,3,0.13,0.2,0.23,0.3,1.2,53.3,0,0,0,0,1,61.9,0.4,5,0.7,9,0,0,0,0,1.2,1.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Pascal Gross,167008,Brighton and Hove Albion,3114,36,4,1,10,9.2,14,15.7,7.47,7,0.12,4,6.5,4,0.19,0.12,5.1,4,0.6,36.4,1.6,7.3,76.3,90.2,11,10,103,3,2.8,57,9.2,10,0.27,0.3,0.45,0.4,0.5,55.2,9,7.3,0,0,1.3,65.7,0.6,22,0.8,27,0.2,8,1,36,0.6,1.8,0,0,0,0,0,0,0,0,0,0,0.7,7,7,0,0,0
Craig Dawson,169162,Wolverhampton Wanderers,2211,25,1,0,1,0.6,2,2.1,6.87,0,0.04,1,1.5,1,0.06,0.04,1.5,1,0.2,31.3,0.7,6.3,44.9,86.7,2,1,9,0.4,4.1,54.1,0.6,1,0.02,0,0.08,0.08,0.1,100,1,6.3,0,0,0.8,66.7,0.7,16,4.8,119,1.6,39,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0.8,7,7,0,0,0
Kevin De Bruyne,169200,Manchester City,1227,18,4,0,10,7.1,14,9.5,0,0,0,0,2.4,4,0,0,4,4,0,0,0,0,0,0,21,10,59,4.3,0,0,7.1,10,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Chris Wood,169719,Nottingham Forest,1806,31,14,0,1,1.1,15,13,6.91,3,0.7,14,11.9,14,0.59,0.7,10.6,14,1.3,54.2,2.4,29.2,13.9,64.5,3,1,22,1.1,0.3,60,1.1,1,0.05,0,0.65,0.75,0.3,40,12,29.2,0,0,0.2,57.1,0,1,1.3,26,0.1,3,1,31,0.2,1.3,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0
Joel Matip,171698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Thiago Alcántara,172949,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neto,176186,NA,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100,0,0,0,0,0,0,0,1,1.2,38,0,0,0,0,0,0,7,55,67.6,55,3.6,115,2.4,55,1.7,55,0,5,5,0,0,0
Idrissa Gana Gueye,179410,Everton,1892,25,4,0,0,0,4,2.2,7.24,2,0.19,4,1.3,4,0.06,0.19,2.8,4,0.3,26.9,1.2,15.4,35.8,85.6,1,0,15,0.7,1,42.3,0.8,0,0.04,0,0.1,0.19,0.5,50,0,0,0,0,2.1,60.3,1.3,28,0.8,16,0.3,7,0,0,0.8,4.4,0,0,0,0,0,0,0,0,0,0,1.7,8,8,0,0,0
Matz Sels,181069,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tom Cairney,182962,Fulham,1475,34,1,0,4,2.5,5,3.5,6.88,1,0.06,1,1.1,1,0.07,0.06,1.5,1,0.5,47.1,1,5.9,68.4,90.3,5,4,26,1.6,2.5,58.6,2.5,4,0.15,0.2,0.22,0.31,1.6,83.9,0,0,1,1.4,1,66.7,0.8,13,0.4,6,0.2,4,0,0,0.7,3.1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
Callum Wilson,184321,Newcastle United,985,20,9,2,1,0.6,10,9.4,0,0,0.82,9,8.9,9,0.81,0.82,9.2,9,1.9,60,3.2,25.7,9.4,65.2,2,1,8,0.7,0.2,40,0.6,1,0.05,0.1,0.86,0.91,1.3,48.3,6,25.7,0,0,0.3,60,0.2,2,0.4,4,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1.5,3,3,0,0,0
Philippe Coutinho,184536,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Berry,185349,Luton Town,311,17,2,0,1,0.1,3,1.2,0,0,0,0,1,2,0,0,1.3,2,0,0,0,0,0,0,0,0,2,0.6,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daniel Burn,188058,Newcastle United,2732,33,2,0,2,1.1,4,4.2,6.9,0,0.07,2,3.1,2,0.1,0.07,1.8,2,0.2,26.1,0.8,8.7,40.1,81.1,3,2,10,0.3,0.8,27.5,1.1,2,0.04,0.1,0.14,0.13,0.1,66.7,4,8.7,0,0,1.1,54.1,1.2,37,3.9,119,0.8,25,1,33,0.1,1.9,0,0,0,0,0,0,0,0,0,0,1.1,4,4,0,0,0
Daniel Bentley,189103,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,189982,Newcastle United,3054,36,4,0,1,1.4,5,4,6.85,1,0.12,4,2.6,4,0.08,0.12,2.7,4,0.3,25.7,1,11.4,51.7,83.2,2,1,10,0.3,5.5,50.1,1.4,1,0.04,0,0.12,0.15,0.4,61.9,2,11.4,2,0.8,0.7,57.1,1.1,36,3.9,131,1.1,38,0,0,0.1,1.9,0,0,0,0,0,0,0,0,0,0,1.1,5,5,0,0,0
Kieran Trippier,191869,Newcastle United,2240,28,1,0,10,7.1,11,7.7,7.35,4,0.04,1,0.7,1,0.03,0.04,1.2,1,0.1,25,0.3,12.5,54.9,79.7,13,10,65,2.6,3.2,44.6,7.1,10,0.28,0.4,0.31,0.44,0.6,72.7,0,0,0,0,1.1,47.4,1,24,1.9,47,0.3,8,0,0,0.5,2.6,0,0,0,0,0,0,0,0,0,0,1.1,5,5,0,0,0
Serge Aurier,195299,NA,0,0,0,0,2,0.5,2,0.6,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,1,2,4,0.4,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tim Ream,198444,Fulham,1504,18,1,0,0,0,1,1.1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2
George Baldock,199494,NA,0,0,0,0,1,0.6,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0.6,0,0,0.6,1,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Nathan Redmond,201664,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1,0,4,2.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lewis Dunk,201690,Brighton and Hove Albion,2872,33,3,0,1,2.2,4,5.3,6.91,0,0.09,3,3.1,3,0.1,0.09,3.6,3,0.4,36.4,1,9.1,93.1,92.5,1,1,13,0.4,4.7,55.2,2.2,1,0.07,0,0.17,0.13,0.2,71.4,1,9.1,0,0,0.4,51.9,1,31,2.8,88,1.2,37,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0.7,7,7,1,1,7
Jack Robinson,202181,Sheffield United,2885,34,1,0,1,1,2,2.2,6.38,0,0.03,1,1.2,1,0.04,0.03,2.5,1,0.2,42.9,0.4,7.1,25.6,77.3,1,1,12,0.4,2.2,36.5,1,1,0.03,0,0.07,0.06,0.2,62.5,2,7.1,0,0,0.9,65.1,1,33,4,127,1,33,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.6,10,10,0,0,0
Wataru Endo,202643,Liverpool,1719,29,1,0,0,0,1,2,6.96,0,0.05,1,0.5,1,0.03,0.05,1.2,1,0.2,30,0.5,10,60.4,88.4,2,0,16,0.8,1.5,57.1,1.5,0,0.08,0,0.11,0.05,0.5,66.7,0,0,0,0,1.5,58.3,1,20,1.6,30,0.1,2,0,0,0.3,3.6,0,0,0,0,0,0,0,0,0,0,2.6,10,10,0,0,0
Casemiro,208494,Manchester United,1985,25,1,0,2,1.2,3,4.7,7.16,0,0.05,1,3.5,1,0.16,0.05,1.7,1,0.4,23.1,1.8,2.6,52.7,82.6,2,2,16,0.7,3.6,50.6,1.2,2,0.06,0.1,0.21,0.14,0.4,52.9,4,2.6,0,0,2.5,67.5,0.8,18,3,66,1.5,33,1,25,0.1,2.4,0,0,0,0,0,0,0,0,0,0,1.4,7,7,0,0,0
Virgil van Dijk,209405,Liverpool,3178,36,2,0,2,1,4,3.9,7.39,0,0.06,2,2.9,2,0.08,0.06,2.3,2,0.4,31.1,1.3,4.4,74.4,91.5,3,2,11,0.3,4.4,62.4,1,2,0.03,0.1,0.11,0.11,0.1,50,3,4.4,0,0,0.7,57.5,1.1,39,4,142,1,34,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.7,3,3,1,1,3
Lucas Digne,210111,Aston Villa,2410,33,1,0,3,3.6,4,4.7,6.86,0,0.04,1,1.1,1,0.04,0.04,1.3,1,0.1,20,0.7,5,30.8,81.4,5,3,38,1.4,0.8,36.2,3.6,3,0.13,0.1,0.17,0.15,0.4,38.5,0,0,0,0,0.7,40.4,1,26,2.3,61,0.1,2,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,1.1,7,7,0,0,0
Alphonse Areola,210164,NA,0,0,0,0,0,0,0,0,6.94,4,0,0,0,0,0,0,0,0,0,0,0,0,14.2,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,1,0.9,27,0,0,2,31,0,0,4,53,72.3,53,4.6,138,-0.4,53,1.8,53,0.1,1,1,0,0,0
Oliver Norwood,210971,Sheffield United,1433,27,1,1,0,0,1,2.3,6.81,1,0.06,1,1.1,1,0.07,0.06,1.7,1,0.4,40,0.9,6.7,38.8,72.2,1,0,17,1.1,4.3,34.3,1.2,0,0.08,0,0.14,0.06,0.1,50,0,0,0,0,1.6,63.4,1.3,21,2.3,36,0.6,9,1,27,0.4,2.7,0,0,0,0,0,0,0,0,0,0,0.9,8,8,0,0,0
Heung-Min Son,212867,Tottenham Hotspur,2946,35,17,2,10,8.3,27,20.4,7.5,7,0.52,17,12.1,17,0.37,0.52,13.9,17,1.2,47.1,2.6,20,26.6,85.1,20,10,68,2.1,0.3,68.8,8.3,10,0.25,0.3,0.62,0.82,1.2,45.3,7,20,1,1.2,0.4,61.9,0.2,8,0.1,4,0,1,1,35,1,0.8,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0,0,0
Wesley Foderingham,212944,NA,0,0,0,0,0,0,0,0,6.44,1,0,0,0,0,0,0,0,0,0,0,0,0,16.9,52.6,0,0,1,0,0,0,0.1,0,0,0,0,0,0.1,100,0,0,0,0,0.1,60,0,0,1,29,0,0,0,0,0,0,1,79,62.7,79,4.5,133,-6.7,79,2.7,79,0,2,2,0,0,0
Danny Ings,214426,West Ham United,390,20,1,0,0,0,1,1.6,0,0,0.23,1,1.3,1,0.3,0.23,0.5,1,0.9,33.3,2.8,8.3,17.5,72.4,0,0,5,1.2,0.2,14.3,0.3,0,0.06,0,0.36,0.23,1.4,50,1,8.3,1,1.4,0.5,33.3,0.7,3,1.4,6,0.2,1,0,0,0.9,1.2,0,0,0,0,0,0,0,0,0,0,0.9,1,1,0,0,0
Jeffrey Schlupp,214570,Crystal Palace,1355,29,2,0,2,1.4,4,3.3,6.7,0,0.13,2,1.9,2,0.12,0.13,2.8,2,0.7,57.9,1.3,10.5,16.3,75.9,2,2,19,1.3,0.4,27.3,1.4,2,0.09,0.1,0.22,0.27,1.1,45.9,1,10.5,0,0,1.6,63.2,0.5,8,1.2,18,0.1,2,0,0,0.5,1.3,0,0,0,0,0,0,0,0,0,0,1.6,1,1,0,0,0
Bernd Leno,215168,NA,0,0,0,0,0,0,0,0,6.62,1,0,0,0,0,0,0,0,0,0,0,0,0,28.6,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,32,0,0,0,0,0,0,10,61,68.7,61,3.5,134,-4.6,61,1.6,61,0,0,3,0,0,0
Ross Barkley,215384,Luton Town,2622,32,5,0,4,2.7,9,6.8,7.32,2,0.17,5,4.1,5,0.14,0.17,4.6,5,0.7,28.8,2.3,7.6,40.9,84.5,6,4,44,1.5,3,60.3,2.7,4,0.09,0.1,0.23,0.31,2.3,66,1,7.6,0,0,0.7,40.4,0.9,25,1.6,48,0.3,9,0,0,0.8,3.5,0,0,0,0,0,0,0,0,0,0,0.9,6,6,0,0,0
